                                      Name,   Cultivar,Management,ZoneName,Clock.Today,Wheat.Phenology.DaysAfterSowing,Wheat.Phenology.ThermalTime,Wheat.Phenology.AccumulateThermalTime,Wheat.Phenology.CurrentPhaseName,Wheat.Phenology.CurrentStageName,Wheat.Phenology.Stage,Wheat.Structure.MainStemPrimordiaNo,Wheat.Structure.MainStemNodeNo,Wheat.Structure.PlantTotalNodeNo,Wheat.Structure.InitialiseStage,Wheat.Structure.MainStemFinalNodeNumber,Wheat.Structure.BranchNumber,Wheat.Structure.RemainingNodeNo,Wheat.Structure.DeltaNodeNumber,Wheat.Structure.ProportionBranchMortality,Wheat.Structure.ProportionPlantMortality,Wheat.Structure.BranchingRate,Wheat.Structure.BranchMortality,Wheat.Structure.PrimaryBudNo,Wheat.Structure.PrimaryBudTotalNodeNo,Wheat.Structure.MainStemPopn,Wheat.Structure.TotalStemPopn,Wheat.Structure.MeanTillerGrowthRate, Wheat.Arbitrator.FN,Wheat.Arbitrator.DMSupply,Wheat.Leaf.CohortAge1:10(1),Wheat.Leaf.CohortAge1:10(2),Wheat.Leaf.CohortAge1:10(3),Wheat.Leaf.CohortAge1:10(4),Wheat.Leaf.CohortAge1:10(5),Wheat.Leaf.CohortAge1:10(6),Wheat.Leaf.CohortAge1:10(7),Wheat.Leaf.CohortAge1:10(8),Wheat.Leaf.CohortAge1:10(9),Wheat.Leaf.CohortAge1:10(10),Wheat.Leaf.AppearedCohortNo,Wheat.Leaf.InitialisedCohortNo,Wheat.Leaf.ExpandingCohortNo,Wheat.Leaf.LAI,Wheat.Leaf.LAIDead,Wheat.Leaf.LAITotal,Wheat.Leaf.CoverDead,Wheat.Leaf.CoverGreen,Wheat.Leaf.CoverTotal
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-05-29,                              8,                     16.900,                               32.550,                      Vegetative,                               ?,                3.039,                              3.186,                         1.282,                           1.000,                      Emergence,                                 26.000,                       0.000,                         24.718,                          0.282,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                1.000,                     150.000,                      150.000,                               0.000,               1.729,                    0.337,                     69.542,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      1.000,                         3.000,                       0.000,         0.040,             0.000,              0.040,               0.000,                0.020,                0.020
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-05-30,                              9,                     18.830,                               51.380,                      Vegetative,                               ?,                3.051,                              3.393,                         1.595,                           1.000,                      Emergence,                                 26.000,                       0.000,                         24.405,                          0.314,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                1.000,                     150.000,                      150.000,                               0.000,               3.496,                    0.357,                     88.372,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      1.000,                         3.000,                       0.000,         0.040,             0.000,              0.040,               0.000,                0.020,                0.020
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-05-31,                             10,                     18.900,                               70.280,                      Vegetative,                               ?,                3.063,                              3.601,                         1.910,                           1.000,                      Emergence,                                 26.000,                       0.000,                         24.090,                          0.315,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                1.000,                     150.000,                      150.000,                               0.000,               2.745,                    0.357,                    107.272,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      1.000,                         3.000,                       0.000,         0.040,             0.000,              0.040,               0.000,                0.020,                0.020
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-01,                             11,                     18.300,                               88.580,                      Vegetative,                               ?,                3.075,                              3.802,                         2.215,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.785,                          0.305,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               2.267,                    0.268,                    125.572,                     18.300,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         3.000,                       1.000,         0.045,             0.000,              0.045,               0.000,                0.022,                0.022
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-02,                             12,                     13.500,                              102.080,                      Vegetative,                               ?,                3.084,                              3.951,                         2.412,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.588,                          0.197,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               1.890,                    0.529,                    139.072,                     31.800,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         3.000,                       1.000,         0.052,             0.000,              0.052,               0.000,                0.026,                0.026
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-03,                             13,                     11.050,                              113.130,                      Vegetative,                               ?,                3.092,                              4.072,                         2.557,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.443,                          0.144,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               2.285,                    0.423,                    150.122,                     42.850,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         4.000,                       1.000,         0.058,             0.000,              0.058,               0.000,                0.029,                0.029
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-04,                             14,                     11.700,                              124.830,                      Vegetative,                               ?,                3.100,                              4.201,                         2.699,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.301,                          0.142,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               1.968,                    0.643,                    161.822,                     54.550,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         4.000,                       1.000,         0.066,             0.000,              0.066,               0.000,                0.032,                0.032
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-05,                             15,                     11.350,                              136.180,                      Vegetative,                               ?,                3.109,                              4.326,                         2.828,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.172,                          0.129,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               2.009,                    0.731,                    173.172,                     65.900,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         4.000,                       1.000,         0.075,             0.000,              0.075,               0.000,                0.037,                0.037
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-06,                             16,                     14.500,                              150.680,                      Vegetative,                               ?,                3.119,                              4.485,                         2.984,                           2.000,                      Emergence,                                 26.000,                       0.000,                         23.016,                          0.156,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                2.000,                     150.000,                      150.000,                               0.000,               2.113,                    0.768,                    187.672,                     80.400,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      2.000,                         4.000,                       0.000,         0.084,             0.000,              0.084,               0.000,                0.041,                0.041
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-07,                             17,                     14.400,                              165.080,                      Vegetative,                               ?,                3.130,                              4.644,                         3.129,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.871,                          0.145,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.354,                    0.738,                    202.072,                     94.800,                     14.400,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         4.000,                       1.000,         0.093,             0.000,              0.093,               0.000,                0.045,                0.045
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-08,                             18,                     15.900,                              180.980,                      Vegetative,                               ?,                3.142,                              4.819,                         3.288,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.712,                          0.159,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.363,                    0.817,                    217.972,                    110.700,                     30.300,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         4.000,                       1.000,         0.103,             0.000,              0.103,               0.000,                0.050,                0.050
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-09,                             19,                     15.400,                              196.380,                      Vegetative,                               ?,                3.154,                              4.988,                         3.442,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.558,                          0.154,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.636,                    0.754,                    233.372,                    126.100,                     45.700,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         4.000,                       1.000,         0.113,             0.000,              0.113,               0.000,                0.055,                0.055
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-10,                             20,                     16.400,                              212.780,                      Vegetative,                               ?,                3.166,                              5.168,                         3.606,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.394,                          0.164,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.504,                    0.907,                    249.772,                    142.500,                     62.100,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         5.000,                       1.000,         0.124,             0.000,              0.124,               0.000,                0.060,                0.060
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-11,                             21,                     17.050,                              229.830,                      Vegetative,                               ?,                3.180,                              5.356,                         3.776,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.224,                          0.171,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.836,                    0.814,                    266.822,                    159.550,                     79.150,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         5.000,                       1.000,         0.135,             0.000,              0.135,               0.000,                0.065,                0.065
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-12,                             22,                     15.150,                              244.980,                      Vegetative,                               ?,                3.191,                              5.523,                         3.928,                           3.000,                      Emergence,                                 26.000,                       0.000,                         22.072,                          0.151,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                3.000,                     150.000,                      150.000,                               0.000,               2.882,                    0.882,                    281.972,                    174.700,                     94.300,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      3.000,                         5.000,                       1.000,         0.146,             0.000,              0.146,               0.000,                0.070,                0.070
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-13,                             23,                     14.800,                              259.780,                      Vegetative,                               ?,                3.203,                              5.685,                         4.076,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.924,                          0.148,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               3.025,                    0.842,                    296.772,                    189.500,                    109.100,                     14.800,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         5.000,                       1.000,         0.159,             0.000,              0.159,               0.000,                0.076,                0.076
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-14,                             24,                     18.000,                              277.780,                      Vegetative,                               ?,                3.217,                              5.883,                         4.256,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.744,                          0.180,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               2.621,                    1.144,                    314.772,                    207.500,                    127.100,                     32.800,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         5.000,                       1.000,         0.171,             0.003,              0.174,               0.001,                0.082,                0.083
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-15,                             25,                     17.550,                              295.330,                      Vegetative,                               ?,                3.231,                              6.076,                         4.431,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.569,                          0.175,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               2.628,                    1.227,                    332.322,                    225.050,                    144.650,                     50.350,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         6.000,                       1.000,         0.183,             0.007,              0.190,               0.002,                0.087,                0.089
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-16,                             26,                     16.450,                              311.780,                      Vegetative,                               ?,                3.244,                              6.257,                         4.596,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.404,                          0.164,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               4.958,                    0.524,                    348.772,                    241.500,                    161.100,                     66.800,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         6.000,                       1.000,         0.188,             0.011,              0.199,               0.003,                0.090,                0.093
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-17,                             27,                     15.550,                              327.330,                      Vegetative,                               ?,                3.256,                              6.428,                         4.751,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.249,                          0.155,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               4.193,                    0.672,                    364.322,                    257.050,                    176.650,                     82.350,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         6.000,                       1.000,         0.194,             0.014,              0.209,               0.004,                0.093,                0.097
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-18,                             28,                     14.800,                              342.130,                      Vegetative,                               ?,                3.268,                              6.591,                         4.899,                           4.000,                      Emergence,                                 26.000,                       0.000,                         21.101,                          0.148,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                4.000,                     150.000,                      150.000,                               0.000,               2.462,                    1.806,                    379.122,                    271.850,                    191.450,                     97.150,                      0.000,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      4.000,                         6.000,                       1.000,         0.207,             0.018,              0.224,               0.005,                0.098,                0.103
15TraitModCultivarega_gregoryManagementIHN,ega_gregory,       IHN,   Field, 2015-06-19,                             29,                     14.200,                              356.330,                      Vegetative,                               ?,                3.280,                              6.747,                         5.041,                           5.000,                      Emergence,                                 26.000,                       0.000,                         20.959,                          0.142,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                                5.000,                     150.000,                      150.000,                               0.001,               2.426,                    1.619,                    393.322,                    286.050,                    205.650,                    111.350,                     14.200,                      0.000,                      0.000,                      0.000,                      0.000,                       0.000,                      5.000,                         6.000,                       1.000,         0.226,             0.021,              0.247,               0.006,                0.107,                0.113
